FID,the_geom,ID,ID1,COD_TS,SIMT,COMUNA,EJE,DESDE_CRUC,HACIA_CRUC,NOMBRE_PAR,X,Y,N_ET,N_ZP,ZP_HORARIO,FREPMA,FREPTA,NSERVICIOS,SERVICIOS,MULTIPLE_F
paradas_frecuentes.7331,POINT (349117.44468443154 6286925.889291291),8379,8379,L-22-16-3-NS,PE817,LA GRANJA,JOAQUÖN EDWARDS BELLO,RIO NEGRO,AVENIDA VICU¥A MACKENNA,J. Edwards Bello esq. / Av.Vicu¤a Mackenna,349117.4447,6286925.8893,,,,5,5,1,E16R,L-22-16-3-NS|PE817|E16R
paradas_frecuentes.7332,POINT (348597.32162652747 6287093.298492261),8148,8148,L-22-12-5-OP,PE618,LA GRANJA,DIAGONAL SUR ORIENTE,HERNANDO JOSE SAEZ,PASAJE 1,Diagonal Sur Oriente esq. / Pasaje 1,348597.3095,6287093.28668,,,,8,8,1,E09I,L-22-12-5-OP|PE618|E09I
paradas_frecuentes.7333,POINT (348698.39626161987 6287038.432432223),8151,8151,L-22-39-5-NS,PE621,LA GRANJA,TACORA,LAGO VILLARRICA,DIAGONAL,Tacora esq. / Diagonal,348698.36587,6287038.44412,,,,8,8,1,E09R,L-22-39-5-NS|PE621|E09R
paradas_frecuentes.7334,POINT (348733.2922042513 6287270.460206453),8150,8150,L-22-25-4-PO,PE620,LA GRANJA,MANUEL RODRÖGUEZ,AVENIDA  VESPUCIO,TACORA,Manuel Rodr¡guez esq. / Tacora,348733.2922,6287270.4602,,,,13,13,2,E09R;E16R,L-22-25-4-PO|PE620|E09R;E16R
paradas_frecuentes.7335,POINT (348750.06981653656 6287302.112769054),1411,1411,T-22-12-PO-5,PE173,LA GRANJA,AVENIDA AMRICO VESPUCIO,CONSISTORIAL,TACORA,Av. Amrico Vespucio esq. / Tacora,348750.11,6287302.07,,,,32.5,23.67,3,118I;211R;216I,T-22-12-PO-5|PE173|118I;211R;216I
paradas_frecuentes.7336,POINT (348743.77635791304 6287359.800459834),1446,1446,T-22-12-OP-30,PE171,LA GRANJA,AVENIDA AMRICO VESPUCIO,TACORA,AVENIDA SANTA ROSA,Av. Amrico Vespucio esq. / Av. Santa Rosa,348743.7764,6287359.8005,,,,15.5,13.33,2,118R;211I,T-22-12-OP-30|PE171|118R;211I
paradas_frecuentes.7337,POINT (348910.79225288995 6287228.216996854),7860,7860,L-22-25-5-PO,PE315,LA GRANJA,MANUEL RODRÖGUEZ,TACORA,TUPUNGATO,Manuel Rodr¡guez esq. / Tupungato,348910.7923,6287228.217,,,,11,11.67,2,E02I;E16R,L-22-25-5-PO|PE315|E02I;E16R
paradas_frecuentes.7338,POINT (348773.94374791963 6287680.152565609),2634,2634,L-22-39-5-SN,PE1404,LA GRANJA,TACORA,CORDILLERA DE LOS ANDES,SUR,Tacora esq. / Sur,348773.9437,6287680.1526,,,,13.5,13.67,1,216R,L-22-39-5-SN|PE1404|216R
paradas_frecuentes.7339,POINT (349012.82503845356 6287224.716186886),7911,7911,L-22-25-10-OP,PE361,LA GRANJA,MANUEL RODRÖGUEZ,LOS NARANJOS,EL ALMENDRAL,Manuel Rodr¡guez esq. / El Almendral,349012.825,6287224.7162,,,,11.5,11,2,E02R;E16I,L-22-25-10-OP|PE361|E02R;E16I
paradas_frecuentes.7340,POINT (349189.2926101237 6287141.524287981),8378,8378,L-22-16-2-SN,PE816,LA GRANJA,JOAQUÖN EDWARDS BELLO,VOLCAN ANTUCO,MANUEL RODRÖGUEZ,J. Edwards Bello esq. / Manuel Rodr¡guez,349189.2926,6287141.5243,,,,5,5,1,E16I,L-22-16-2-SN|PE816|E16I
paradas_frecuentes.7341,POINT (349162.5513952509 6287170.719389695),7861,7861,L-22-25-15-PO,PE316,LA GRANJA,MANUEL RODRÖGUEZ,MAYOR,JOAQUÖN EDWARDS BELLO,Manuel Rodr¡guez esq. / J. Edwards Bello,349162.5514,6287170.7194,,,,11,11.67,2,E02I;E16R,L-22-25-15-PO|PE316|E02I;E16R
paradas_frecuentes.7342,POINT (349213.6141025791 6287177.841691419),7910,7910,L-22-25-20-OP,PE360,LA GRANJA,MANUEL RODRÖGUEZ,PASAJE ANCUD,JOAQUÖN EDWARDS BELLO,Manuel Rodr¡guez esq. / J. Edwards Bello,349213.6141,6287177.8417,,,,6.5,6,1,E02R,L-22-25-20-OP|PE360|E02R
paradas_frecuentes.7343,POINT (349197.8326692668 6287378.904258279),1412,1412,T-22-12-PO-10,PE174,LA GRANJA,AVENIDA AMRICO VESPUCIO,PJE. LOS NARANJOS,LA SERENA,Av. Amrico Vespucio esq. / La Serena,349197.84,6287378.88,,,,14.5,13.67,2,118I;211R,T-22-12-PO-10|PE174|118I;211R
paradas_frecuentes.7344,POINT (349160.99355332274 6287430.124058719),1445,1445,T-22-12-OP-25,PE170,LA GRANJA,AVENIDA AMRICO VESPUCIO,EL TABO,LAGUNA BLANCA,Av. Amrico Vespucio esq. / Laguna Blanca,349160.9936,6287430.1241,,,,29,27,3,118R;211I;216R,T-22-12-OP-25|PE170|118R;211I;216R
paradas_frecuentes.7345,POINT (349503.5974250394 6286261.6800462585),8156,8156,L-22-27-10-PO,PE1402,LA GRANJA,PEDRO LIRA,JUAN MOCHI,LAS PARCELAS,Pedro Lira esq. / Las Parcelas,349503.58785,6286261.64415,,,,8,8,1,E09R,L-22-27-10-PO|PE1402|E09R
paradas_frecuentes.7346,POINT (349487.33175218 6286541.5956010055),8143,8143,L-22-8-23-OP,PE613,LA GRANJA,CANTO GENERAL,LOS LIRIOS,LAS PARCELAS,Canto General esq. / Las Parcelas,349487.3318,6286541.5956,,,,8,8,1,E09I,L-22-8-23-OP|PE613|E09I
paradas_frecuentes.7347,POINT (349825.59309956036 6286313.406398412),8157,8157,L-22-27-15-PO,PE1403,LA GRANJA,PEDRO LIRA,LAS FUCSIAS,LA SERENA,Pedro Lira esq. / La Serena,349825.5931,6286313.4064,,,,8,8,1,E09R,L-22-27-15-PO|PE1403|E09R
paradas_frecuentes.7348,POINT (349808.44176977716 6286519.772011743),8142,8142,L-22-17-68-SN,PE612,LA GRANJA,LA SERENA,PSJE. RIO ACONCAGUA,PASAJE RÖO MAULLIN,La Serena esq. / Psje. Maullin,349808.4418,6286519.772,,,,8,8,1,E09I,L-22-17-68-SN|PE612|E09I
paradas_frecuentes.7349,POINT (349878.6756234803 6286333.644802778),8141,8141,L-22-27-15-OP,PE611,LA GRANJA,PEDRO LIRA,RIO CAUTIN,LA SERENA,Pedro Lira esq. / La Serena,349878.63833,6286333.65168,,,,8,8,1,E09I,L-22-27-15-OP|PE611|E09I
paradas_frecuentes.7350,POINT (350035.8961416135 6286345.746186114),8158,8158,L-22-27-20-PO,PE630,LA GRANJA,PEDRO LIRA,RIO VILCUN,VICU¥A,Pedro Lira esq. / Vicu¤a,350035.8961,6286345.7462,,,,8,8,1,E09R,L-22-27-20-PO|PE630|E09R
paradas_frecuentes.7351,POINT (350044.19509178866 6286349.535703875),8140,8140,L-22-27-25-OP,PE610,LA GRANJA,PEDRO LIRA,RIO ANDALIEN,VICU¥A,Pedro Lira esq. / Vicu¤a,350044.1951,6286349.5357,,,,8,8,1,E09I,L-22-27-25-OP|PE610|E09I
paradas_frecuentes.7352,POINT (350011.4434645256 6286979.128402343),7863,7863,L-22-25-35-PO,PE318,LA GRANJA,MANUEL RODRÖGUEZ,ISLA STA MARIA,CORONEL,Manuel Rodr¡guez esq. / Coronel,350011.4435,6286979.1284,,,,6,6.67,1,E02I,L-22-25-35-PO|PE318|E02I
paradas_frecuentes.7353,POINT (349641.7226219523 6287067.857836463),7862,7862,L-22-25-25-PO,PE317,LA GRANJA,MANUEL RODRÖGUEZ,ANCUD,LA SERENA,Manuel Rodr¡guez esq. / La Serena,349641.7226,6287067.8578,,,,6,6.67,1,E02I,L-22-25-25-PO|PE317|E02I
paradas_frecuentes.7354,POINT (349516.6210293213 6287424.266653014),1413,1413,T-22-12-PO-15,PE175,LA GRANJA,AVENIDA AMRICO VESPUCIO,PJE LOS NARANJOS,LA SERENA,Av. Amrico Vespucio esq. / La Serena,349516.639,6287424.2579,,,,14.5,13.67,2,118I;211R,T-22-12-PO-15|PE175|118I;211R
paradas_frecuentes.7355,POINT (349306.3219515266 6287455.47072494),1444,1444,T-22-12-OP-20,PE169,LA GRANJA,AVENIDA AMRICO VESPUCIO,SALVADOR REYES,EL TABO,Av. Amrico Vespucio esq. / El Tabo,349306.322,6287455.4707,,,,29,27,3,118R;211I;216R,T-22-12-OP-20|PE169|118R;211I;216R
paradas_frecuentes.7356,POINT (349656.5943959615 6287518.956560189),1443,1443,T-22-12-OP-15,PE168,LA GRANJA,AVENIDA AMRICO VESPUCIO,3 ORIENTE,LA SERENA,Av. Amrico Vespucio esq. / La Serena,349656.5944,6287518.9566,,,,29,27,3,118R;211I;216R,T-22-12-OP-15|PE168|118R;211I;216R
paradas_frecuentes.7357,POINT (349856.447357862 6287026.1791171),7909,7909,L-22-25-30-OP,PE359,LA GRANJA,MANUEL RODRÖGUEZ,SALAS Y GàMEZ,ISLA ROBINSON CRUSOE,Manuel Rodr¡guez esq. / Robinson Crusoe,349856.4474,6287026.1791,,,,6.5,6,1,E02R,L-22-25-30-OP|PE359|E02R
paradas_frecuentes.7358,POINT (350039.7135296531 6286994.653288733),2888,2888,L-22-11-45-NS,PE236,LA GRANJA,CORONEL,TRICOLOR,MANUEL RODRÖGUEZ,Coronel esq. / Manuel Rodr¡guez,350039.75372,6286994.70076,,,,26,26.33,4,226I;E01R;E12I;E18R,L-22-11-45-NS|PE236|226I;E01R;E12I;E18R
paradas_frecuentes.7359,POINT (350046.6153206371 6287064.303948453),2950,2950,L-22-11-40-SN,PE260,LA GRANJA,CORONEL,MANUEL RODRÖGUEZ,TRICOLOR,Coronel esq. / Tricolor,350046.5821,6287064.2953,,,,29,23.67,4,226R;E01I;E12I;E18I,L-22-11-40-SN|PE260|226R;E01I;E12I;E18I
paradas_frecuentes.7360,POINT (350015.38486894715 6287304.278923715),2887,2887,L-22-11-35-NS,PE303,LA GRANJA,CORONEL,LA SIERRA,MANCO CAPAC,Coronel esq. / Manco Capac,350015.3849,6287304.2789,,,,26,26.33,4,226I;E01R;E12I;E18R,L-22-11-35-NS|PE303|226I;E01R;E12I;E18R
paradas_frecuentes.7361,POINT (350009.5683669881 6287385.488257382),2951,2951,L-22-11-30-SN,PE261,LA GRANJA,CORONEL,LA SIERRA,ESMERALDA,Coronel esq. / Esmeralda,350009.5684,6287385.4883,,,,29,23.67,4,226R;E01I;E12I;E18I,L-22-11-30-SN|PE261|226R;E01I;E12I;E18I
paradas_frecuentes.7362,POINT (349749.925749255 6287460.187550478),1414,1414,T-22-12-PO-20,PE176,LA GRANJA,AVENIDA AMRICO VESPUCIO,LA SERENA,MAMI¥A,Av. Amrico Vespucio esq. / Mami¤a,349749.9005,6287460.1745,,,,14.5,13.67,2,118I;211R,T-22-12-PO-20|PE176|118I;211R
paradas_frecuentes.7363,POINT (349942.9190988071 6287514.218798723),1415,1415,T-22-12-PO-25,PE177,LA GRANJA,AVENIDA AMRICO VESPUCIO,ISLA MAMI¥A,CORONEL,Parada 1 / (M) La Granja,349942.9191,6287514.2188,,,,14.5,13.67,2,118I;211R,T-22-12-PO-25|PE177|118I;211R
paradas_frecuentes.7364,POINT (349985.69270326186 6287582.543093324),1442,1442,T-22-12-OP-10,PE167,LA GRANJA,AVENIDA AMRICO VESPUCIO,5 ORIENTE,CORONEL,Parada 2 / (M) La Granja,349985.6927,6287582.5431,,,,29,27,3,118R;211I;216R,T-22-12-OP-10|PE167|118R;211I;216R
paradas_frecuentes.7365,POINT (349932.244728495 6287692.513041606),2886,2886,L-22-11-25-NS,PE234,LA GRANJA,CORONEL,2 SUR,3 SUR,Coronel esq. / 3 Sur,349932.2447,6287692.513,,,,26,26.33,4,226I;E01R;E12I;E18R,L-22-11-25-NS|PE234|226I;E01R;E12I;E18R
paradas_frecuentes.7366,POINT (349938.1256367937 6287756.158447022),2952,2952,L-22-11-20-SN,PE262,LA GRANJA,CORONEL,2 SUR,OSORNO,Coronel esq. / Osorno,349938.1256,6287756.1584,,,,29,23.67,4,226R;E01I;E12I;E18I,L-22-11-20-SN|PE262|226R;E01I;E12I;E18I
paradas_frecuentes.7367,POINT (348720.83220000565 6287921.444799349),7831,7831,L-22-29-16-PO,PE1405,LA GRANJA,AVENIDA SAN GREGORIO,10 PONIENTE,LOS VILOS,Av. San Gregorio esq. / Los Vilos,348720.8322,6287921.4448,,,,5,5,1,E01R,L-22-29-16-PO|PE1405|E01R
paradas_frecuentes.7368,POINT (348764.5429360046 6287941.5416759765),7823,7823,L-22-29-15-OP,PE293,LA GRANJA,AVENIDA SAN GREGORIO,8 PONIENTE,LOS VILOS,Av. San Gregorio esq. / Los Vilos,348764.5429,6287941.5417,,,,7,5,1,E01I,L-22-29-15-OP|PE293|E01I
paradas_frecuentes.7369,POINT (348682.4781140423 6288328.786154404),8197,8197,L-22-23-5-NS,PE1327,LA GRANJA,LOS VILOS,5 NORTE,QUINTEROS,Los Vilos esq. / Quinteros,348682.4781,6288328.7862,,,,6,6,1,E10I,L-22-23-5-NS|PE1327|E10I
paradas_frecuentes.7370,POINT (348648.19018938614 6288477.316481844),8201,8201,L-22-37-10-PO,PE677,LA GRANJA,TOM,11 PONIENTE,LOS VILOS,Tom esq. / Los Vilos,348648.1902,6288477.3165,,,,6,6,1,E10R,L-22-37-10-PO|PE677|E10R
paradas_frecuentes.7371,POINT (348694.39979331894 6288492.239831448),8196,8196,L-22-37-15-OP,PE671,LA GRANJA,TOM,EL QUISCO,LOS VILOS,Tom esq. / Los Vilos,348694.3998,6288492.2398,,,,6,6,1,E10I,L-22-37-15-OP|PE671|E10I
paradas_frecuentes.7372,POINT (349138.9839241409 6287915.917264156),7832,7832,L-22-29-20-PO,PE297,LA GRANJA,AVENIDA SAN GREGORIO,6 PONIENTE,EL TABO,Av. San Gregorio esq. / El Tabo,349138.9839,6287915.9173,,,,5,5,1,E01R,L-22-29-20-PO|PE297|E01R
paradas_frecuentes.7373,POINT (349154.12967720174 6287962.960496635),7822,7822,L-22-13-10-NS,PE292,LA GRANJA,EL TABO,1 NORTE,AVENIDA SAN GREGORIO,El Tabo esq. / Av. San Gregorio,349154.1297,6287962.9605,,,,7,5,1,E01I,L-22-13-10-NS|PE292|E01I
paradas_frecuentes.7374,POINT (349149.2875493904 6288088.217907107),7833,7833,L-22-13-5-SN,PE298,LA GRANJA,EL TABO,1 NORTE,PADRE JUAN MEYER,El Tabo esq. / Padre Juan Meyer,349149.2875,6288088.2179,,,,5,5,1,E01R,L-22-13-5-SN|PE298|E01R
paradas_frecuentes.7375,POINT (349179.33847543184 6288132.499924795),7821,7821,L-22-26-5-OP,PE291,LA GRANJA,PADRE JUAN MEYER,AVENIDA  3 PONIENTE,EL TABO,Padre Juan Meyer esq. / El Tabo,349179.3385,6288132.4999,,,,7,5,1,E01I,L-22-26-5-OP|PE291|E01I
paradas_frecuentes.7376,POINT (348986.6892921469 6288511.912970723),8202,8202,L-22-37-20-PO,PE678,LA GRANJA,TOM,LAS CRUCES,EL TABO,Tom esq. / El Tabo,348986.6893,6288511.913,,,,6,6,1,E10R,L-22-37-20-PO|PE678|E10R
paradas_frecuentes.7377,POINT (349024.47829009674 6288524.817083849),8195,8195,L-22-37-25-OP,PE670,LA GRANJA,TOM,AVENIDA  4 PONIENTE,EL TABO,Tom esq. / El Tabo,349024.4783,6288524.8171,,,,6,6,1,E10I,L-22-37-25-OP|PE670|E10I
paradas_frecuentes.7378,POINT (349260.5406999365 6288765.983076428),2958,2958,L-22-17-55-SN,PE268,LA GRANJA,LA SERENA,VINA DEL MAR,COMBARBALµ,La Serena esq. / Combarbal ,349260.52783,6288766.00368,,,,22,18.67,3,226R;E12I;E18I,L-22-17-55-SN|PE268|226R;E12I;E18I
paradas_frecuentes.7379,POINT (348577.7133744649 6288948.2610444585),7932,7932,L-22-21-11-PO,PE367,LA GRANJA,LINARES,ILLAPEL,LOS VILOS,Linares esq. / Los Vilos,348577.6677,6288948.2905,,,,8.5,8.33,1,E03I,L-22-21-11-PO|PE367|E03I
paradas_frecuentes.7380,POINT (348613.55212564935 6288967.125420295),7952,7952,L-22-21-10-OP,PE431,LA GRANJA,LINARES,EL QUISCO,LOS VILOS,Linares esq. / Los Vilos,348613.5521,6288967.1254,,,,8.5,8.33,1,E03R,L-22-21-10-OP|PE431|E03R
paradas_frecuentes.7381,POINT (348894.6224679571 6289004.1487038415),7933,7933,L-22-21-14-PO,PE368,LA GRANJA,LINARES,ALGARROBO,EL TABO,Linares esq. / El Tabo,348894.6525,6289004.14,,,,8.5,8.33,1,E03I,L-22-21-14-PO|PE368|E03I
paradas_frecuentes.7382,POINT (348919.34189195395 6289021.284617946),7951,7951,L-22-21-15-OP,PE430,LA GRANJA,LINARES,LA SERENA,EL TABO,Linares esq. / El Tabo,348919.3419,6289021.2846,,,,8.5,8.33,1,E03R,L-22-21-15-OP|PE430|E03R
paradas_frecuentes.7383,POINT (349203.13146563014 6288831.410920637),2880,2880,L-22-17-50-NS,PE229,LA GRANJA,LA SERENA,CONCON,COMBARBALµ,La Serena esq. / Combarbal ,349203.11893,6288831.45268,,,,21,21.33,3,226I;E12I;E18R,L-22-17-50-NS|PE229|226I;E12I;E18R
paradas_frecuentes.7384,POINT (349135.44592293253 6289048.740915552),7934,7934,L-22-21-21-PO,PE369,LA GRANJA,LINARES,EL TABO,LA SERENA,Linares esq. / La Serena,349135.4563,6289048.7559,,,,8.5,8.33,1,E03I,L-22-21-21-PO|PE369|E03I
paradas_frecuentes.7385,POINT (349169.9704931696 6289032.977318829),2959,2959,L-22-17-45-SN,PE269,LA GRANJA,LA SERENA,CONCON,LINARES,La Serena esq. / Linares,349169.9705,6289032.9773,,,,22,18.67,3,226R;E12I;E18I,L-22-17-45-SN|PE269|226R;E12I;E18I
paradas_frecuentes.7386,POINT (349147.58128979756 6289080.541575967),2879,2879,L-22-17-40-NS,PE74,LA GRANJA,LA SERENA,LA VICTORIA,LINARES,La Serena esq. / Linares,349147.5813,6289080.5416,,,,16,15.33,2,226I;E12I,L-22-17-40-NS|PE74|226I;E12I
paradas_frecuentes.7387,POINT (349188.81521973014 6289063.441119358),2155,2155,L-22-21-20-OP,PE107,LA GRANJA,LINARES,PETORCA,LA SERENA,Linares esq. / La Serena,349188.8152,6289063.4411,,,,34,31,4,204R;204eR;E03R;E18R,L-22-21-20-OP|PE107|204R;204eR;E03R;E18R
paradas_frecuentes.7388,POINT (349200.93098685215 6289054.979539353),2098,2098,L-22-21-23-PO,PE1348,LA GRANJA,LINARES,LA SERENA,PETORCA,Linares esq. / Petorca,349200.921,6289054.926,,,,12,13.33,1,204I,L-22-21-23-PO|PE1348|204I
paradas_frecuentes.7389,POINT (349044.7591635051 6289447.276645577),2878,2878,L-22-17-30-NS,PE228,LA GRANJA,LA SERENA,JOS GHIARDO,YUNGAY,La Serena esq. / Yungay,349044.7592,6289447.2766,,,,16,15.33,2,226I;E12I,L-22-17-30-NS|PE228|226I;E12I
paradas_frecuentes.7390,POINT (348968.84129885596 6289667.804076878),2877,2877,L-22-17-20-NS,PE227,LA GRANJA,LA SERENA,CALLE H,JOS GHIARDO,La Serena esq. / Jos Ghiardo,348968.8413,6289667.8041,,,,16,15.33,2,226I;E12I,L-22-17-20-NS|PE227|226I;E12I
paradas_frecuentes.7391,POINT (348994.60814936494 6289624.175113943),2960,2960,L-22-17-25-SN,PE270,LA GRANJA,LA SERENA,CALLE I,CALLE H,La Serena esq. / Calle H,348994.6081,6289624.1751,,,,16,13.67,2,226R;E12I,L-22-17-25-SN|PE270|226R;E12I
paradas_frecuentes.7392,POINT (349107.62025355385 6289247.617861865),2097,2097,L-22-17-35-NS,PE1347,LA GRANJA,LA SERENA,SANTA ANA,LA VICTORIA,La Serena esq. / La Victoria,349107.603,6289247.666,,,,28,28.67,3,204I;226I;E12I,L-22-17-35-NS|PE1347|204I;226I;E12I
paradas_frecuentes.7393,POINT (349078.58911265957 6289375.1579946615),2156,2156,L-22-17-35-SN,PE108,LA GRANJA,LA SERENA,OSORNO,YUNGAY,La Serena esq. / Yungay,349078.5891,6289375.158,,,,31,25.33,3,204R;226R;E12I,L-22-17-35-SN|PE108|204R;226R;E12I
paradas_frecuentes.7394,POINT (349421.5255900527 6288147.937020199),7834,7834,L-22-26-15-PO,PE299,LA GRANJA,PADRE JUAN MEYER,ANTILCO,LA SERENA,Padre Juan Meyer esq. / La Serena,349421.5256,6288147.937,,,,5,5,1,E01R,L-22-26-15-PO|PE299|E01R
paradas_frecuentes.7395,POINT (349461.7896851722 6288162.874637555),7820,7820,L-22-26-20-OP,PE290,LA GRANJA,PADRE JUAN MEYER,1 ORIENTE,LA SERENA,Padre Juan Meyer esq. / La Serena,349461.79003,6288162.92373,,,,7,5,1,E01I,L-22-26-20-OP|PE290|E01I
paradas_frecuentes.7396,POINT (349431.3110864654 6288169.607429136),2882,2882,L-22-17-61-NS,PE738,LA GRANJA,LA SERENA,3 NORTE,PADRE JUAN MEYER,La Serena esq. / Padre Juan Meyer,349431.3111,6288169.6074,,,,21,21.33,3,226I;E12I;E18R,L-22-17-61-NS|PE738|226I;E12I;E18R
paradas_frecuentes.7397,POINT (349431.3955972538 6288193.898964969),2956,2956,L-22-17-60-SN,PE266,LA GRANJA,LA SERENA,PADRE JUAN MEYER,PASAJE 3 NORTE,La Serena esq. / Pasaje 3 Norte,349431.3956,6288193.899,,,,22,18.67,3,226R;E12I;E18I,L-22-17-60-SN|PE266|226R;E12I;E18I
paradas_frecuentes.7398,POINT (349511.1756653795 6287950.802406304),2883,2883,L-22-17-65-NS,PE231,LA GRANJA,LA SERENA,RAUQUEN,AVENIDA SAN GREGORIO,La Serena esq. / Av. San Gregorio,349511.1757,6287950.8024,,,,21,21.33,3,226I;E12I;E18R,L-22-17-65-NS|PE231|226I;E12I;E18R
paradas_frecuentes.7399,POINT (349554.9935552563 6287922.538695241),2955,2955,L-22-29-25-OP,PE265,LA GRANJA,AVENIDA SAN GREGORIO,TRAIGUEN,LA SERENA,Av. San Gregorio esq. / La Serena,349554.9936,6287922.5387,,,,22,18.67,3,226R;E12I;E18I,L-22-29-25-OP|PE265|226R;E12I;E18I
paradas_frecuentes.7400,POINT (349277.7175988504 6288540.985154325),8203,8203,L-22-37-30-PO,PE679,LA GRANJA,TOM,AVENIDA  3 PONIENTE,LA SERENA,Tom esq. / La Serena,349277.6754,6288540.975,,,,6,6,1,E10R,L-22-37-30-PO|PE679|E10R
paradas_frecuentes.7401,POINT (349315.3315858083 6288517.6164088715),2957,2957,L-22-17-57-SN,PE267,LA GRANJA,LA SERENA,5 NORTE,TOM,La Serena esq. / Tom,349315.3316,6288517.6164,,,,22,18.67,3,226R;E12I;E18I,L-22-17-57-SN|PE267|226R;E12I;E18I
paradas_frecuentes.7403,POINT (349282.8000743028 6288584.210353181),2881,2881,L-22-17-56-NS,PE230,LA GRANJA,LA SERENA,VI¥A DEL MAR,TOM,La Serena esq. / Tom,349282.8001,6288584.2104,,,,21,21.33,3,226I;E12I;E18R,L-22-17-56-NS|PE230|226I;E12I;E18R
paradas_frecuentes.7404,POINT (349532.5641763193 6288567.264828158),8204,8204,L-22-37-50-PO,PE680,LA GRANJA,TOM,1 ORIENTE,2 ORIENTE,Tom esq. / 2 Oriente,349532.5642,6288567.2648,,,,6,6,1,E10R,L-22-37-50-PO|PE680|E10R
paradas_frecuentes.7405,POINT (349578.6138921591 6288580.628549195),8193,8193,L-22-37-55-OP,PE668,LA GRANJA,TOM,LOTA,PARRAL,Tom esq. / Parral,349578.64883,6288580.63268,,,,6,6,1,E10I,L-22-37-55-OP|PE668|E10I
paradas_frecuentes.7406,POINT (349702.1795249741 6287924.616007971),2884,2884,L-22-29-35-PO,PE232,LA GRANJA,AVENIDA SAN GREGORIO,TRAIGUEN,3 ORIENTE,Av. San Gregorio esq. / 3 oriente,349702.1882,6287924.6157,,,,21,21.33,3,226I;E12I;E18R,L-22-29-35-PO|PE232|226I;E12I;E18R
paradas_frecuentes.7407,POINT (349702.9027289492 6287931.836716032),2954,2954,L-22-29-30-OP,PE264,LA GRANJA,AVENIDA SAN GREGORIO,3 ORIENTE,TRAIGUN,Av. San Gregorio esq. / Traigun,349702.9027,6287931.8367,,,,22,18.67,3,226R;E12I;E18I,L-22-29-30-OP|PE264|226R;E12I;E18I
paradas_frecuentes.7408,POINT (349726.1330022273 6288187.079905625),7819,7819,L-22-26-25-OP,PE289,LA GRANJA,PADRE JUAN MEYER,4 ORIENTE,3 ORIENTE,Padre Juan Meyer esq. / 3 oriente,349726.12782,6288187.07032,,,,7,5,1,E01I,L-22-26-25-OP|PE289|E01I
paradas_frecuentes.7409,POINT (349886.3911759379 6287940.800021556),2885,2885,L-22-29-40-PO,PE233,LA GRANJA,AVENIDA SAN GREGORIO,4 ORIENTE,CORONEL,Av. San Gregorio esq. / Coronel,349886.3912,6287940.8,,,,21,21.33,3,226I;E12I;E18R,L-22-29-40-PO|PE233|226I;E12I;E18R
paradas_frecuentes.7410,POINT (349918.173152299 6287921.885624767),2953,2953,L-22-11-15-SN,PE263,LA GRANJA,CORONEL,1 SUR,AVENIDA SAN GREGORIO,Coronel esq. / Av. San Gregorio,349918.1732,6287921.8856,,,,29,23.67,4,226R;E01I;E12I;E18I,L-22-11-15-SN|PE263|226R;E01I;E12I;E18I
paradas_frecuentes.7411,POINT (349937.6038221811 6287956.46095541),7837,7837,L-22-29-45-OP,PE302,LA GRANJA,AVENIDA SAN GREGORIO,5 ORIENTE,CORONEL,Av. San Gregorio esq. / Coronel,349937.6038,6287956.461,,,,5,5,1,E01R,L-22-29-45-OP|PE302|E01R
paradas_frecuentes.7412,POINT (349893.33818171814 6288168.392900671),7818,7818,L-22-11-5-SN,PE288,LA GRANJA,CORONEL,2 NORTE,PADRE JUAN MEYER,Coronel esq. / Padre Juan Meyer,349893.3382,6288168.3929,,,,7,5,1,E01I,L-22-11-5-SN|PE288|E01I
paradas_frecuentes.7413,POINT (349861.6771123253 6288191.412954637),7835,7835,L-22-26-30-PO,PE300,LA GRANJA,PADRE JUAN MEYER,4 ORIENTE,CORONEL,Padre Juan Meyer esq. / Coronel,349861.6771,6288191.413,,,,5,5,1,E01R,L-22-26-30-PO|PE300|E01R
paradas_frecuentes.7414,POINT (349873.4825522856 6288601.867653655),8205,8205,L-22-37-60-PO,PE681,LA GRANJA,TOM,4 ORIENTE,CORONEL,Tom esq. / Coronel,349873.4947,6288601.9145,,,,6,6,1,E10R,L-22-37-60-PO|PE681|E10R
paradas_frecuentes.7415,POINT (349930.2707397288 6288617.615361838),8192,8192,L-22-37-65-OP,PE667,LA GRANJA,TOM,5 ORIENTE,CORONEL,Tom esq. / Coronel,349930.31213,6288617.59568,,,,6,6,1,E10I,L-22-37-65-OP|PE667|E10I
paradas_frecuentes.7416,POINT (349366.99871993874 6289074.43750794),2099,2099,L-22-21-25-PO,PE75,LA GRANJA,LINARES,PETORCA,QUILPU,Linares esq. / Quilpu,349366.9987,6289074.4375,,,,32,31.67,4,204I;204eI;E03I;E18I,L-22-21-25-PO|PE75|204I;204eI;E03I;E18I
paradas_frecuentes.7417,POINT (349421.71816745587 6289091.930366727),2154,2154,L-22-21-30-OP,PE106,LA GRANJA,LINARES,PARRAL,QUILPU,Linares esq. / Quilpu,349421.6807,6289091.9202,,,,34,31,4,204R;204eR;E03R;E18R,L-22-21-30-OP|PE106|204R;204eR;E03R;E18R
